,Unnamed: 0,date,units_sold,GR_stringency_index,weather_temperature,marketing_spend,delivery_standard_days,delivery_express_days,trading_global_sale1,trading_global_sale2,trading_global_promotion,trading_global_flashsale,trading_global_spendnsave,trading_global_discount_extra,trading_global_discount_app,trading_global_discount_student,trading_global_event1,trading_global_event2,trading_local_sale1,trading_local_sale2,trading_local_promotion,trading_local_flashsale,trading_local_spendnsave,trading_local_discount_extra,trading_local_discount_app,trading_local_discount_student,trading_local_event1,trading_local_event2,weather_cloudy,weather_rainy,weather_clear
549,549,2020-07-03,9853.0,62.0,16.6,1801.9,3.0,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
550,550,2020-07-04,10511.0,62.0,17.3,1777.9,3.0,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
551,551,2020-07-05,10154.0,62.0,15.3,1808.3,3.0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
552,552,2020-07-06,8422.0,62.0,15.6,1838.8,3.0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
553,553,2020-07-07,9841.0,62.0,17.9,1869.2,3.0,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
554,554,2020-07-08,10737.0,62.0,19.0,1899.6,3.0,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
555,555,2020-07-09,11238.0,62.0,17.8,1930.0,3.6,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
556,556,2020-07-10,17220.0,62.0,16.3,1960.4,3.7,1.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
557,557,2020-07-11,9049.0,62.0,18.9,1990.8,4.3,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
558,558,2020-07-12,8338.0,62.0,22.0,2000.5,4.0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
559,559,2020-07-13,8206.0,62.0,19.8,2010.3,4.0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
560,560,2020-07-14,9760.0,62.0,17.2,2020.0,4.0,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
561,561,2020-07-15,11224.0,62.0,16.6,2029.7,4.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
562,562,2020-07-16,11510.0,62.0,17.0,2039.4,4.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
563,563,2020-07-17,12256.0,62.0,19.5,2049.1,3.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
564,564,2020-07-18,11551.0,62.0,19.2,2058.9,3.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
565,565,2020-07-19,10876.0,62.0,19.9,2045.9,3.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
566,566,2020-07-20,8867.0,62.0,18.0,2032.9,3.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
567,567,2020-07-21,13701.0,62.0,17.0,2020.0,3.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
568,568,2020-07-22,18588.0,62.0,17.6,2007.0,3.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
569,569,2020-07-23,12761.0,62.0,16.6,1994.1,3.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
570,570,2020-07-24,12477.0,62.0,17.2,1981.1,3.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
571,571,2020-07-25,11488.0,62.0,21.4,1968.1,2.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
572,572,2020-07-26,15058.0,62.0,25.4,2030.7,2.0,0.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
573,573,2020-07-27,8318.0,66.0,21.0,2093.2,3.0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
574,574,2020-07-28,15409.0,66.0,18.4,2155.7,3.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
575,575,2020-07-29,11565.0,66.0,18.2,2218.2,3.0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
576,576,2020-07-30,20532.0,66.0,17.5,2280.7,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
577,577,2020-07-31,13769.0,66.0,20.2,2343.2,3.0,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
578,578,2020-08-01,14322.0,66.0,22.6,2405.8,2.7,1.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
579,579,2020-08-02,8627.0,66.0,25.6,2424.3,2.0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
580,580,2020-08-03,8038.0,66.0,25.3,2442.9,3.0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
581,581,2020-08-04,9768.0,66.0,23.8,2461.5,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
582,582,2020-08-05,10727.0,66.0,25.9,2480.1,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
583,583,2020-08-06,10571.0,66.0,27.0,2498.7,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
584,584,2020-08-07,14009.0,66.0,26.5,2517.2,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
585,585,2020-08-08,10539.0,64.0,22.5,2535.8,2.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
586,586,2020-08-09,8856.0,64.0,18.5,2537.5,2.0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
587,587,2020-08-10,7809.0,64.0,18.5,2539.2,3.0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
588,588,2020-08-11,9085.0,64.0,20.1,2540.9,3.0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
589,589,2020-08-12,10137.0,64.0,18.8,2542.6,3.0,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
590,590,2020-08-13,9993.0,64.0,19.4,2544.3,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
591,591,2020-08-14,10514.0,64.0,18.2,2545.9,3.0,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
592,592,2020-08-15,14049.0,64.0,20.4,2547.6,2.0,1.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
593,593,2020-08-16,11816.0,64.0,20.0,2587.9,3.0,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
594,594,2020-08-17,8254.0,64.0,18.5,2628.2,3.0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
595,595,2020-08-18,10130.0,64.0,17.6,2668.5,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
596,596,2020-08-19,10937.0,64.0,17.0,2708.8,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
597,597,2020-08-20,12232.0,64.0,17.7,2749.1,3.8,1.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
598,598,2020-08-21,15821.0,64.0,18.0,2789.4,3.0,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
599,599,2020-08-22,14728.0,64.0,15.3,2829.7,4.0,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
600,600,2020-08-23,12469.0,64.0,14.5,2837.4,3.0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
601,601,2020-08-24,10248.0,64.0,12.9,2845.2,3.0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
602,602,2020-08-25,9288.0,64.0,13.9,2852.9,3.0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
603,603,2020-08-26,27501.0,64.0,13.6,2860.7,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
604,604,2020-08-27,10512.0,62.0,14.9,2868.4,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
605,605,2020-08-28,10330.0,62.0,15.2,2876.1,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
606,606,2020-08-29,9817.0,62.0,18.3,2883.9,2.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
607,607,2020-08-30,9150.0,62.0,15.8,2824.7,2.0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
608,608,2020-08-31,8309.0,62.0,14.5,2765.6,3.0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
609,609,2020-09-01,11134.0,62.0,14.8,2706.4,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
610,610,2020-09-02,14102.0,62.0,15.6,2647.2,3.0,1.1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
611,611,2020-09-03,12078.0,62.0,19.7,2588.1,3.0,1.1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
612,612,2020-09-04,9206.0,62.0,17.8,2528.9,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
613,613,2020-09-05,9287.0,62.0,14.8,2469.7,2.0,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
614,614,2020-09-06,8516.0,62.0,14.4,2516.6,2.0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
615,615,2020-09-07,7761.0,62.0,16.6,2563.4,3.0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
616,616,2020-09-08,8792.0,62.0,18.0,2610.2,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
617,617,2020-09-09,8376.0,62.0,19.7,2657.0,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
618,618,2020-09-10,9138.0,62.0,21.7,2703.8,3.0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
619,619,2020-09-11,8944.0,62.0,20.6,2750.7,3.7,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
620,620,2020-09-12,26464.0,62.0,16.3,2797.5,4.0,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
621,621,2020-09-13,8552.0,62.0,15.7,2864.5,4.0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
622,622,2020-09-14,6596.0,62.0,17.8,2931.5,4.0,0.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
623,623,2020-09-15,8170.0,62.0,18.1,2998.5,4.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
624,624,2020-09-16,8843.0,62.0,17.7,3065.5,3.6,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
625,625,2020-09-17,8713.0,62.0,18.3,3132.6,3.9,1.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
626,626,2020-09-18,9973.0,62.0,15.5,3199.6,4.0,1.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
627,627,2020-09-19,20351.0,64.0,10.8,3266.6,3.0,1.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
628,628,2020-09-20,9260.0,64.0,10.5,3331.4,3.0,0.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
629,629,2020-09-21,9071.0,64.0,10.0,3396.2,3.0,0.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
630,630,2020-09-22,10687.0,64.0,11.7,3461.0,3.0,1.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
631,631,2020-09-23,13197.0,64.0,13.4,3525.8,3.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
632,632,2020-09-24,11498.0,64.0,15.5,3590.6,3.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
633,633,2020-09-25,18409.0,64.0,13.7,3655.4,3.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
634,634,2020-09-26,11903.0,64.0,12.3,3720.2,2.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
635,635,2020-09-27,10507.0,64.0,12.1,3651.5,2.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
636,636,2020-09-28,9798.0,64.0,13.2,3582.9,3.0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
637,637,2020-09-29,11906.0,64.0,9.7,3514.2,3.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
638,638,2020-09-30,9916.0,64.0,12.3,3445.6,3.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
639,639,2020-10-01,10620.0,64.0,12.9,3377.0,3.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
640,640,2020-10-02,9938.0,64.0,12.2,3308.3,3.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
641,641,2020-10-03,10059.0,64.0,14.3,3239.7,3.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
642,642,2020-10-04,8282.0,64.0,9.7,3209.9,3.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
643,643,2020-10-05,7922.0,64.0,9.2,3180.2,3.0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
644,644,2020-10-06,12825.0,64.0,10.2,3150.4,3.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
645,645,2020-10-07,8868.0,58.0,9.6,3120.7,3.0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
646,646,2020-10-08,9896.0,58.0,9.2,3091.0,3.0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
647,647,2020-10-09,9845.0,58.0,10.5,3061.2,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
648,648,2020-10-10,9462.0,58.0,9.6,3031.5,2.6,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
649,649,2020-10-11,8493.0,58.0,9.8,3055.9,2.0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
650,650,2020-10-12,7998.0,58.0,10.3,3080.4,3.0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
651,651,2020-10-13,9573.0,58.0,10.2,3104.8,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
652,652,2020-10-14,19329.0,62.0,11.9,3129.3,3.0,1.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
653,653,2020-10-15,13542.0,62.0,14.9,3153.7,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
654,654,2020-10-16,8582.0,62.0,14.3,3178.1,3.0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
655,655,2020-10-17,7973.0,64.0,13.0,3202.6,3.0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
656,656,2020-10-18,8532.0,72.0,12.2,3318.7,2.8,0.9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
657,657,2020-10-19,8927.0,72.0,12.3,3434.9,3.0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
658,658,2020-10-20,9838.0,72.0,9.8,3551.1,3.0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
659,659,2020-10-21,9475.0,72.0,9.4,3667.2,3.0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
660,660,2020-10-22,9987.0,72.0,9.5,3783.4,4.0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
661,661,2020-10-23,21879.0,72.0,9.6,3899.6,3.0,1.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
662,662,2020-10-24,19353.0,72.0,11.7,4015.7,3.0,1.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
663,663,2020-10-25,11518.0,72.0,15.0,4019.8,4.0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
664,664,2020-10-26,6826.0,72.0,12.9,4023.8,3.0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
665,665,2020-10-27,16052.0,72.0,14.4,4027.9,3.0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
666,666,2020-10-28,7563.0,72.0,13.7,4032.0,3.0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
667,667,2020-10-29,7475.0,72.0,7.8,4036.0,4.0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
668,668,2020-10-30,6987.0,72.0,6.5,4040.1,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
669,669,2020-10-31,16362.0,72.0,5.6,4044.2,3.0,1.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
670,670,2020-11-01,9480.0,72.0,7.2,4140.3,3.0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
671,671,2020-11-02,9477.0,72.0,9.6,4236.5,3.0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
672,672,2020-11-03,11337.0,72.0,12.2,4332.7,3.0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
673,673,2020-11-04,9177.0,72.0,13.3,4428.9,3.4,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
674,674,2020-11-05,7942.0,60.0,12.0,4525.1,4.0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
675,675,2020-11-06,22493.0,60.0,11.5,4621.2,4.0,1.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
676,676,2020-11-07,9984.0,60.0,10.7,4717.4,4.0,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
677,677,2020-11-08,8657.0,60.0,10.7,4598.4,3.0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
678,678,2020-11-09,9209.0,60.0,12.4,4479.4,3.0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
679,679,2020-11-10,10182.0,60.0,10.7,4360.4,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
680,680,2020-11-11,15157.0,60.0,10.5,4241.5,3.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
681,681,2020-11-12,13348.0,60.0,12.9,4122.5,3.0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
682,682,2020-11-13,14180.0,60.0,12.1,4003.5,4.0,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
683,683,2020-11-14,10397.0,60.0,7.8,3884.5,4.0,1.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
684,684,2020-11-15,13498.0,60.0,6.3,4274.1,3.0,0.7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
685,685,2020-11-16,12230.0,60.0,11.0,4663.7,3.0,0.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
686,686,2020-11-17,12676.0,60.0,9.3,5053.3,3.0,1.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
